ENSG00000166913	0.212
ENSG00000108953	0.212
ENSG00000274474	0.212
ENSG00000128245	0.212
ENSG00000170027	0.212
ENSG00000175793	0.212
ENSG00000134308	0.212
ENSG00000164924	0.212
ENSG00000110455	3.844
ENSG00000205126	0.212
ENSG00000066027	0.212
ENSG00000068971	0.212
ENSG00000112640	0.212
ENSG00000154001	0.212
ENSG00000078304	0.212
ENSG00000105568	0.212
ENSG00000137713	0.212
ENSG00000221914	0.212
ENSG00000156475	0.212
ENSG00000175470	0.212
ENSG00000203857	7.78
ENSG00000203859	7.78
ENSG00000099377	7.78
ENSG00000100092	0.212
ENSG00000087266	0.212
ENSG00000175137	0.212
ENSG00000131370	0.212
ENSG00000162882	3.632
ENSG00000106049	5.429
ENSG00000103152	0.212
ENSG00000187840	0.212
ENSG00000148730	0.212
ENSG00000184708	0.212
ENSG00000168003	0.217
ENSG00000178394	3.637
ENSG00000135312	3.637
ENSG00000179546	3.637
ENSG00000168830	3.637
ENSG00000179097	3.637
ENSG00000102468	3.849
ENSG00000135914	3.637
ENSG00000147246	-0.063
ENSG00000166736	-3.695
ENSG00000149305	-3.695
ENSG00000178084	-2.958
ENSG00000186090	-1.875
ENSG00000186038	-3.695
ENSG00000164270	0.005
ENSG00000157219	0.005
ENSG00000158748	0.742
ENSG00000148680	0.005
ENSG00000136261	0.212
ENSG00000082153	0.212
ENSG00000116981	1.585
ENSG00000185013	1.585
ENSG00000122643	5.429
ENSG00000141698	5.429
ENSG00000076685	5.429
ENSG00000135318	-2.626
ENSG00000142657	5.429
ENSG00000130313	0.212
ENSG00000166922	-5.309
ENSG00000277614	-5.309
ENSG00000281931	-5.309
ENSG00000106268	3.632
ENSG00000085978	0.212
ENSG00000281089	0.212
ENSG00000229314	-6.046
ENSG00000228278	-6.046
ENSG00000274821	-4.437
ENSG00000197249	-4.226
ENSG00000121410	-6.258
ENSG00000148584	0.212
ENSG00000167711	-6.046
ENSG00000276838	-6.046
ENSG00000171236	-6.258
ENSG00000175899	-6.258
ENSG00000166535	-6.258
ENSG00000184389	5.458
ENSG00000128274	1.826
ENSG00000118017	1.826
ENSG00000142192	0.148
ENSG00000253719	0.212
ENSG00000163485	0.005
ENSG00000128271	3.637
ENSG00000170425	3.637
ENSG00000282608	0.005
ENSG00000130876	2.563
ENSG00000114771	1.59
ENSG00000094914	0.212
ENSG00000291836	0.212
ENSG00000105281	8.254
ENSG00000196136	-4.437
ENSG00000109576	3.844
ENSG00000103591	0.212
ENSG00000115977	5.429
ENSG00000111725	0.212
ENSG00000131791	0.212
ENSG00000181929	3.844
ENSG00000106617	3.844
ENSG00000115592	3.632
ENSG00000127837	0.212
ENSG00000132356	5.429
ENSG00000162409	5.429
ENSG00000131043	0.212
ENSG00000108825	3.844
ENSG00000266967	3.844
ENSG00000008311	3.844
ENSG00000169154	0.212
ENSG00000120053	3.844
ENSG00000275700	0.212
ENSG00000276072	0.212
ENSG00000125166	3.844
ENSG00000129968	1.796
ENSG00000107362	1.796
ENSG00000136379	1.585
ENSG00000077420	0.212
ENSG00000128383	5.217
ENSG00000262156	5.217
ENSG00000179750	5.217
ENSG00000244509	5.217
ENSG00000243811	5.217
ENSG00000128394	3.397
ENSG00000239713	5.429
ENSG00000100298	5.217
ENSG00000165029	3.849
ENSG00000107331	5.669
ENSG00000167972	5.458
ENSG00000198691	3.849
ENSG00000154265	5.458
ENSG00000154262	5.458
ENSG00000064687	3.637
ENSG00000141338	5.458
ENSG00000154258	5.458
ENSG00000154263	6.195
ENSG00000144452	5.458
ENSG00000179869	6.195
ENSG00000004846	5.458
ENSG00000115657	3.637
ENSG00000131269	6.406
ENSG00000150967	6.195
ENSG00000135776	6.406
ENSG00000073734	5.669
ENSG00000006071	5.458
ENSG00000069431	5.458
ENSG00000101986	5.669
ENSG00000173208	5.458
ENSG00000117528	5.669
ENSG00000119688	6.195
ENSG00000164163	3.844
ENSG00000204574	3.844
ENSG00000206490	3.844
ENSG00000236342	3.844
ENSG00000232169	3.844
ENSG00000225989	3.844
ENSG00000231129	3.844
ENSG00000236149	3.844
ENSG00000033050	3.844
ENSG00000161204	3.844
ENSG00000160179	6.195
ENSG00000118777	3.849
ENSG00000172350	5.458
ENSG00000138075	5.458
ENSG00000143921	1.826
ENSG00000100997	3.411
ENSG00000164074	-4.437
ENSG00000111701	5.217
ENSG00000124701	5.217
ENSG00000173627	5.217
ENSG00000168792	-1.904
ENSG00000143994	3.411
ENSG00000140526	3.411
ENSG00000158201	4.147
ENSG00000011198	0.212
ENSG00000163686	7.78
ENSG00000127220	1.585
ENSG00000144827	1.585
ENSG00000106077	1.796
ENSG00000139826	3.411
ENSG00000248487	3.411
ENSG00000114779	1.796
ENSG00000204427	4.147
ENSG00000206403	4.147
ENSG00000230475	4.147
ENSG00000236063	4.147
ENSG00000235676	4.147
ENSG00000231488	4.147
ENSG00000224552	4.147
ENSG00000183260	1.585
ENSG00000136754	0.212
ENSG00000138443	0.212
ENSG00000108798	0.212
ENSG00000097007	5.429
ENSG00000143322	5.429
ENSG00000099204	0.212
ENSG00000163995	3.844
ENSG00000173210	0.212
ENSG00000146386	0.212
